Date,max_temp,min_temp,precip
1/15/06,288.995789,278.486053,54.756069
2/15/06,288.215302,278.519775,186.97345
3/15/06,292.838104,281.287292,2.404147
4/15/06,293.309998,281.690796,1.278273
5/15/06,294.256897,283.668762,3.704631
6/15/06,296.234711,285.146851,0.599913
7/15/06,297.388702,286.42984,1.64222
8/15/06,298.91568,288.14035,11.378525
9/15/06,295.832153,285.275787,1.368864
10/15/06,296.105316,285.106598,62.462429
11/15/06,296.158539,284.508209,5.380439
12/15/06,286.422699,277.64032,169.659012
1/15/07,289.558594,280.260284,149.270462
2/15/07,291.380951,281.111542,219.822006
3/15/07,292.380615,281.324615,15.371085
4/15/07,294.671326,283.754669,5.132005
5/15/07,293.799774,283.713074,0.508421
6/15/07,296.828339,286.488739,1.063123
7/15/07,298.400146,288.049988,0.606769
8/15/07,297.609894,287.050995,7.597791
9/15/07,297.712311,287.780853,3.679304
10/15/07,293.424011,284.591827,68.331528
11/15/07,293.712128,282.610687,38.943352
12/15/07,289.836273,279.610504,60.034241
1/15/08,289.405853,280.30365,375.042236
2/15/08,290.204834,280.446716,128.261612
3/15/08,293.711639,282.51178,170.917206
4/15/08,293.978577,283.456635,8.184158
5/15/08,291.754211,284.74942,33.771172
6/15/08,295.7836,286.447449,10.380168
7/15/08,297.047394,287.163177,3.256241
8/15/08,300.092499,289.305267,8.015718
9/15/08,297.39386,287.412506,4.721282
10/15/08,297.525452,286.251068,6.334425
11/15/08,295.004517,284.221985,41.303696
12/15/08,290.474213,282.133698,348.127014
1/15/09,293.309814,282.485413,38.041149
2/15/09,290.643646,280.474915,362.458679
3/15/09,293.50235,281.398438,10.23757
4/15/09,297.165527,285.704224,0
5/15/09,293.934875,284.709625,0
6/15/09,298.286346,287.721649,0.281093
7/15/09,298.62915,288.299469,1.208448
8/15/09,296.878601,286.152924,11.049588
9/15/09,297.600891,287.066895,0.537815
10/15/09,296.138367,285.596893,26.822104
11/15/09,296.188538,284.455719,58.588551
12/15/09,290.762756,279.260529,95.207146
1/15/10,292.09668,282.252472,49.081535
2/15/10,289.173767,280.071259,165.208557
3/15/10,290.744904,280.020447,72.792206
4/15/10,295.035217,283.463531,2.904724
5/15/10,293.729431,284.222961,17.868671
6/15/10,294.625183,285.103943,4.679169
7/15/10,297.329742,286.943207,0.700876
8/15/10,296.517944,286.170685,12.358265
9/15/10,296.863281,286.016815,1.399028
10/15/10,296.712341,285.410736,5.320423
11/15/10,293.654175,282.60202,99.049393
12/15/10,292.139435,279.813324,1.803109
1/15/11,288.644135,278.692261,45.573387
2/15/11,290.478455,278.509613,4.88463
3/15/11,294.976318,283.055847,16.526464
4/15/11,293.920685,282.899384,39.765911
5/15/11,292.414398,282.63266,1.836791
6/15/11,295.274475,284.945221,1.177491
7/15/11,298.282776,287.881165,3.427541
8/15/11,299.715851,288.955322,6.858192
9/15/11,297.954742,286.69693,0.572369
10/15/11,296.510559,284.956451,0
11/15/11,296.42514,283.836731,1.071274
12/15/11,293.024628,282.010651,6.998919
1/15/12,293.905609,280.955963,15.766147
2/15/12,292.733459,280.483978,27.986013
3/15/12,293.339508,282.538666,15.735342
4/15/12,295.285614,283.830872,0
5/15/12,295.983276,285.292145,0
6/15/12,297.466003,287.625336,3.32664
7/15/12,299.017334,289.021362,0.741245
8/15/12,299.134247,288.683075,13.39552
9/15/12,297.630066,287.43927,1.910081
10/15/12,296.218201,285.836182,25.570641
11/15/12,295.335266,283.509979,2.312876
12/15/12,295.297211,283.06427,48.091457
1/15/13,294.077545,284.335999,201.764862
2/15/13,291.997955,282.923004,271.831848
3/15/13,292.188141,281.720001,38.188835
4/15/13,296.376373,284.758301,23.394085
5/15/13,294.416412,285.602753,11.77671
6/15/13,296.125366,286.279022,0.283116
7/15/13,298.239532,288.563721,1.644133
8/15/13,299.440033,288.805847,7.158874
9/15/13,298.219604,288.544037,1.689601
10/15/13,297.031372,286.327667,5.988732
11/15/13,293.771851,282.207642,24.72187
12/15/13,289.04599,280.027374,183.553619
1/15/14,291.283966,283.101624,625.020142
2/15/14,293.495392,283.444611,259.819427
3/15/14,291.489532,281.773071,75.110298
4/15/14,295.230927,283.846802,3.009999
5/15/14,297.704315,287.894348,0
6/15/14,297.609772,287.372833,0.338808
7/15/14,297.778748,288.002045,1.227437
8/15/14,299.468201,288.641724,10.191937
9/15/14,298.2659,288.660004,19.122292
10/15/14,299.176544,288.450256,6.204734
11/15/14,292.837616,282.356323,111.530144
12/15/14,291.678802,281.00473,70.840004
1/15/15,292.904205,282.785126,226.513062
2/15/15,290.619232,280.631439,135.25563
3/15/15,295.593384,283.948212,52.843445
4/15/15,293.89978,283.486969,57.185482
5/15/15,296.015625,285.928345,1.673226
6/15/15,296.82782,286.612427,0.590498
7/15/15,299.410614,288.798676,1.39893
8/15/15,298.084747,287.483368,8.891332
9/15/15,297.349976,286.931305,1.42779
10/15/15,295.522522,284.220734,75.405907
11/15/15,296.486053,284.367981,1.663821
12/15/15,291.471252,279.815094,29.849829
1/15/16,291.04422,279.549072,2.015221
2/15/16,290.554718,279.540009,117.399071
3/15/16,291.817688,282.529327,168.571732
4/15/16,292.250122,281.829559,6.006628
5/15/16,292.032562,282.272766,0.87617
6/15/16,295.083832,284.499634,0
7/15/16,298.497009,288.210358,2.530161
8/15/16,298.775635,288.466858,12.509443
9/15/16,298.080139,287.316254,7.181515
10/15/16,296.280396,285.753296,12.361311
11/15/16,295.206604,283.088959,92.156578
12/15/16,287.723053,277.973083,105.10463
1/15/17,294.055573,283.475128,122.918343
2/15/17,295.019135,282.807587,4.667953
3/15/17,291.247437,281.930878,78.085129
4/15/17,293.583344,283.644806,31.108908
5/15/17,298.593231,288.11145,0.885865
6/15/17,294.581177,284.760773,1.589332
7/15/17,296.556366,286.654266,3.205267
8/15/17,299.986023,289.326538,8.358578
9/15/17,296.556641,286.708557,2.630297
10/15/17,295.314636,285.036957,36.333221
11/15/17,295.20282,284.396942,92.180595
12/15/17,291.283325,281.692963,235.989929
1/15/18,293.90155,282.918121,67.027359
2/15/18,291.669464,281.986053,293.556366
3/15/18,293.045868,281.172058,39.105732
4/15/18,293.869354,283.248535,10.092824
5/15/18,294.47522,285.032745,15.388183
6/15/18,294.56778,285.287262,4.375785
7/15/18,296.796722,286.737244,2.8604
8/15/18,300.590729,289.772766,10.159649
9/15/18,297.834839,287.35022,2.492226
10/15/18,296.538391,285.795837,2.638208
11/15/18,294.075287,283.63266,88.624641
12/15/18,291.293518,279.602386,4.44798
1/15/19,293.299927,282.539185,306.257324
2/15/19,289.335571,279.999329,240.251572
3/15/19,290.709808,280.787933,183.815506
4/15/19,293.673615,283.242096,28.185965
5/15/19,293.410583,283.943115,0.885019
6/15/19,300.169922,289.872681,2.136807
7/15/19,297.037811,286.922485,2.372651
8/15/19,299.008179,288.26712,8.116418
9/15/19,298.691589,288.113068,0
10/15/19,295.991272,285.98822,48.090519
11/15/19,295.018433,284.039429,44.375473
12/15/19,290.93988,280.794525,196.611511
1/15/20,293.062103,281.019379,54.051315
2/15/20,291.856781,281.91571,204.130661
3/15/20,292.075195,282.309387,224.957947
4/15/20,295.595795,284.131836,0.477832
5/15/20,295.15332,286.012054,1.821314
6/15/20,295.402252,286.188049,0.293002
7/15/20,297.656372,287.911041,2.181092
8/15/20,298.627136,287.836639,7.488817
9/15/20,299.027435,288.268188,0.304181
10/15/20,294.760712,283.958221,1.231108
11/15/20,294.084656,282.910095,26.248743
12/15/20,292.103577,280.438812,15.959084
1/15/21,291.752258,280.848999,66.555984
2/15/21,291.365753,280.324982,29.978992
3/15/21,290.036682,279.693817,93.113625
4/15/21,291.635468,280.973846,21.514624
5/15/21,294.502625,283.629242,0
6/15/21,298.113312,286.472229,4.350471
7/15/21,298.318634,287.880676,3.110608
8/15/21,298.854126,288.035889,10.6026
9/15/21,298.361328,288.364899,2.263334
10/15/21,298.344696,287.288605,0
11/15/21,295.130157,283.467346,7.122202
12/15/21,288.22229,277.449829,28.951769
1/15/22,288.54538,278.289246,32.720074
2/15/22,288.566315,278.235291,64.94796
3/15/22,290.499908,280.010193,43.935417
4/15/22,293.7836,282.50351,57.218437
5/15/22,292.344727,282.682831,14.746914
6/15/22,293.209442,283.373352,0.290531
7/15/22,297.117859,287.136261,3.450683
8/15/22,299.841858,289.254333,8.339407
9/15/22,297.003143,287.112762,3.150063
10/15/22,297.258179,285.88092,0.436589
11/15/22,295.704498,283.409485,7.80458
12/15/22,294.806793,282.021118,0.991452
1/15/23,291.61911,281.186676,209.544312
2/15/23,290.196869,281.238129,217.234512
3/15/23,294.835632,283.143463,41.088097
4/15/23,291.037628,281.482849,84.949699
5/15/23,292.283112,283.342407,4.592532
6/15/23,295.153168,285.594818,6.430626
7/15/23,298.1633,287.483185,2.643587
8/15/23,299.029236,288.275696,12.280572
9/15/23,296.309448,286.643921,0.674856
10/15/23,297.134094,286.060364,7.263187
11/15/23,296.451813,284.472565,3.573419
12/15/23,295.540253,282.549774,3.644287
1/15/24,298.093384,285.263702,15.446819
2/15/24,293.577484,282.333221,18.350735
3/15/24,295.303467,282.930878,6.323466
4/15/24,296.105255,284.535828,3.238539
5/15/24,296.100739,286.119507,0.813596
6/15/24,297.849701,287.559265,0
7/15/24,299.132782,288.875,1.0423
8/15/24,298.964447,288.568176,14.456185
9/15/24,295.763489,285.06601,1.564014
10/15/24,297.237549,285.646942,1.24162
11/15/24,297.313385,285.236328,5.732416
12/15/24,294.770782,282.094574,1.065364
1/15/25,290.935516,280.271606,78.598984
2/15/25,290.310272,280.832794,169.815079
3/15/25,290.781067,280.513336,72.935722
4/15/25,291.761536,281.424164,4.283493
5/15/25,293.522552,282.877045,1.462667
6/15/25,295.776978,285.21228,0.922779
7/15/25,298.415497,288.557495,3.299945
8/15/25,299.078217,288.568176,6.772426
9/15/25,296.864716,286.392181,0
10/15/25,296.649445,286.182739,41.999805
11/15/25,292.706604,282.624207,72.445488
12/15/25,287.63327,277.844391,15.547996
1/15/26,289.58548,279.220398,20.835503
2/15/26,289.098969,278.293518,107.645317
3/15/26,293.355042,281.258057,0.997235
4/15/26,294.210144,283.847076,8.566742
5/15/26,294.90329,284.536957,0
6/15/26,295.496429,284.730133,0.281767
7/15/26,298.865143,288.873383,1.805106
8/15/26,298.899292,288.417633,8.72182
9/15/26,297.312225,286.749725,0.542851
10/15/26,296.220337,285.745636,3.70466
11/15/26,292.250397,281.504028,87.00592
12/15/26,292.942749,282.029724,53.612038
1/15/27,293.237396,283.649353,244.75354
2/15/27,291.6521,283.078522,258.288116
3/15/27,293.709747,283.161346,6.169789
4/15/27,295.561035,284.672241,4.536615
5/15/27,295.371246,285.988647,19.393969
6/15/27,296.214905,286.78302,1.381234
7/15/27,297.421082,287.440399,1.057435
8/15/27,300.456726,290.315338,17.990131
9/15/27,299.495178,289.222778,5.250678
10/15/27,295.964935,285.898651,25.203661
