Date,max_temp,min_temp,precip
1/15/06,288.746429,278.373932,0
2/15/06,290.024384,279.481995,25.165857
3/15/06,295.193024,280.212311,181.755493
4/15/06,292.813904,281.871765,63.667381
5/15/06,299.902618,283.972473,2.990942
6/15/06,305.751923,288.748016,1.493114
7/15/06,310.867249,293.684265,0
8/15/06,309.496307,291.810425,1.27133
9/15/06,305.001343,289.117157,0
10/15/06,300.074615,285.196533,1.761771
11/15/06,287.522827,277.905121,78.829247
12/15/06,287.221954,276.218384,7.427029
1/15/07,288.080109,278.070404,23.742008
2/15/07,289.067627,278.631439,186.171234
3/15/07,290.142883,278.314697,66.768036
4/15/07,298.904633,283.237976,77.750671
5/15/07,300.742737,284.346497,32.905247
6/15/07,309.070221,290.904083,1.420495
7/15/07,309.982483,291.910034,0.285728
8/15/07,309.854401,291.773621,0.980373
9/15/07,308.132172,290.544342,40.094593
10/15/07,302.055908,285.053345,1.253932
11/15/07,295.131653,281.903381,54.261429
12/15/07,287.060608,275.989563,106.252045
1/15/08,287.441345,276.584167,84.946808
2/15/08,285.392426,274.808411,63.014904
3/15/08,293.304871,278.358734,42.519066
4/15/08,301.868378,283.854279,59.573128
5/15/08,304.9505,287.072266,32.690243
6/15/08,305.793304,287.815826,15.65648
7/15/08,310.747864,293.047455,0.412579
8/15/08,310.141083,292.724579,0.633587
9/15/08,306.45636,290.564667,26.340801
10/15/08,300.981628,284.958221,30.478323
11/15/08,291.490234,278.607544,39.473583
12/15/08,285.850769,274.044617,68.453697
1/15/09,284.5513,274.380127,8.55011
2/15/09,290.030853,277.469055,93.496376
3/15/09,291.999939,280.720703,42.566509
4/15/09,300.069214,284.533173,38.005264
5/15/09,295.742096,281.326141,0
6/15/09,308.496735,290.558899,11.048911
7/15/09,312.013062,294.108856,0.571026
8/15/09,310.884735,292.735291,3.096183
9/15/09,305.658142,290.496094,2.043331
10/15/09,301.411987,285.335999,10.551495
11/15/09,291.23941,279.514679,81.48336
12/15/09,287.135956,276.174133,28.677143
1/15/10,288.23587,277.687927,86.836029
2/15/10,289.91684,279.700714,216.240311
3/15/10,294.67215,282.714447,53.226982
4/15/10,300.029968,284.636139,98.240677
5/15/10,302.936249,286.868378,28.194536
6/15/10,304.600159,288.318359,0.886146
7/15/10,307.580933,290.471375,0.303425
8/15/10,308.64917,292.262878,1.271909
9/15/10,306.058807,290.122833,0
10/15/10,296.608276,281.637634,78.987511
11/15/10,290.319061,277.425964,8.53448
12/15/10,288.44986,277.1427,138.455063
1/15/11,286.619293,277.266785,55.833439
2/15/11,287.603851,278.975891,334.220337
3/15/11,290.865448,277.980469,11.287223
4/15/11,296.013214,281.132935,42.859688
5/15/11,295.505432,282.263611,1.375629
6/15/11,302.377472,286.578735,5.961692
7/15/11,307.793762,290.677521,0
8/15/11,310.223969,292.176086,1.001375
9/15/11,306.730255,289.937042,3.457928
10/15/11,303.608337,285.612427,2.424859
11/15/11,297.588531,282.191345,26.618294
12/15/11,290.02356,278.313751,19.495781
1/15/12,287.399353,276.788666,53.475437
2/15/12,288.363831,278.461517,22.655401
3/15/12,291.242645,277.593414,211.826462
4/15/12,295.968964,280.510956,19.464521
5/15/12,304.845642,287.772003,0
6/15/12,310.855835,292.354034,2.045423
7/15/12,311.880829,293.871674,0
8/15/12,310.33374,293.818817,0.30615
9/15/12,308.804565,291.290436,4.572135
10/15/12,300.520264,285.206757,49.655216
11/15/12,295.18573,282.02478,25.127636
12/15/12,285.797119,275.771027,9.353642
1/15/13,290.345947,278.416199,87.874931
2/15/13,287.071472,276.402435,73.672165
3/15/13,297.341156,282.463287,6.946431
4/15/13,301.054626,284.59198,23.914047
5/15/13,303.264343,285.80072,88.766632
6/15/13,303.712433,286.059937,4.115955
7/15/13,313.112762,294.677307,6.617759
8/15/13,308.954834,291.191742,1.29445
9/15/13,305.53656,287.128204,0.928103
10/15/13,304.080933,287.306458,98.297592
11/15/13,293.358459,280.667969,19.71715
12/15/13,287.62381,277.398132,6.593306
1/15/14,288.223267,279.762878,61.904396
2/15/14,292.513947,282.14682,2.773425
3/15/14,294.68457,280.869293,99.157829
4/15/14,297.567291,281.693573,4.022523
5/15/14,302.282837,286.211365,0.299631
6/15/14,303.325165,286.562988,0.314931
7/15/14,311.308777,293.319763,9.196117
8/15/14,311.692413,295.654633,1.196186
9/15/14,307.555542,290.011688,2.451358
10/15/14,302.28421,287.419281,57.469421
11/15/14,295.26297,281.720764,10.298973
12/15/14,288.275391,278.503265,83.469063
